,func,ncalls,ccalls,tottime,cumtime,callers
20,"<code object Count_score at 0x7f2c34bf5d30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>",26583,0,61.446439700000006,61.446439700000006,
10,"<code object Check_for_permut at 0x2d61550, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>",1146942,0,20.667425523000002,19.782792716000003,"[_lsprof.profiler_subentry(code=<code object Retournement_valeur at 0x7f2c5105ab40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>, callcount=2174926, reccallcount=0, totaltime=0.49932317200000004, inlinetime=0.49932317200000004), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=733433, reccallcount=0, totaltime=0.14685462000000002, inlinetime=0.14685462000000002), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=1441493, reccallcount=0, totaltime=0.23845501500000002, inlinetime=0.23845501500000002)]"
56,"<code object Get_all_permutationAble_squares at 0x7f2c53378dc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>",26604,0,24.642506819,2.654408589,"[_lsprof.profiler_subentry(code=<code object where at 0x7f2c5337b670, file ""<__array_function__ internals>"", line 177>, callcount=26604, reccallcount=0, totaltime=0.234865654, inlinetime=0.065965593), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f2c51663bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 10>, callcount=1120359, reccallcount=0, totaltime=0.387516831, inlinetime=0.387516831), _lsprof.profiler_subentry(code=<code object verify_move at 0x7f2c34c3c270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=1120359, reccallcount=0, totaltime=21.331655992, inlinetime=1.2820552330000001), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=159060, reccallcount=0, totaltime=0.034059753000000005, inlinetime=0.034059753000000005)]"
22,"<code object verify_move at 0x7f2c34c3c270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>",1146942,0,22.16322037,1.3235153590000002,"[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=1146942, reccallcount=0, totaltime=0.172279488, inlinetime=0.172279488), _lsprof.profiler_subentry(code=<code object Check_for_permut at 0x2d61550, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>, callcount=1146942, reccallcount=0, totaltime=20.667425523000002, inlinetime=19.782792716000003)]"
12,"<code object Explore_moves at 0x2dc67d0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 94>",26583,26562,88.77899081400001,0.5788482180000001,"[_lsprof.profiler_subentry(code=<code object Get_all_permutationAble_squares at 0x7f2c53378dc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>, callcount=26583, reccallcount=0, totaltime=24.618624849000003, inlinetime=2.651403214), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f2c51663bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 10>, callcount=26562, reccallcount=0, totaltime=0.009461336, inlinetime=0.009461336), _lsprof.profiler_subentry(code=<code object verify_move at 0x7f2c34c3c270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=26562, reccallcount=0, totaltime=0.830541929, inlinetime=0.041399263000000006), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=8300, reccallcount=0, totaltime=0.002834095, inlinetime=0.002834095), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=53124, reccallcount=0, totaltime=0.013499220000000001, inlinetime=0.013499220000000001), _lsprof.profiler_subentry(code=<code object Convert_coord_to_string at 0x7f2c5351f660, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 12>, callcount=26562, reccallcount=0, totaltime=0.08418624300000001, inlinetime=0.08418624300000001), _lsprof.profiler_subentry(code=<code object place_pawn at 0x7f2c534f1730, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 18>, callcount=26562, reccallcount=0, totaltime=0.16292614600000002, inlinetime=0.11338241), _lsprof.profiler_subentry(code=<code object Inverts_pawns at 0x7f2c34e03230, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 44>, callcount=53124, reccallcount=0, totaltime=0.253241574, inlinetime=0.15443711300000001), _lsprof.profiler_subentry(code=<code object Count_score at 0x7f2c34bf5d30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>, callcount=26562, reccallcount=0, totaltime=61.414715095000005, inlinetime=61.414715095000005), _lsprof.profiler_subentry(code=<code object Score at 0x7f2c34bcf6a0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 26>, callcount=20492, reccallcount=0, totaltime=0.006940789, inlinetime=0.006940789), _lsprof.profiler_subentry(code=<code object Undo_move at 0x7f2c34e0fcf0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 20>, callcount=26562, reccallcount=0, totaltime=0.045302902000000006, inlinetime=0.037384171), _lsprof.profiler_subentry(code=<code object remove_pawn at 0x7f2c5351f330, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 25>, callcount=26562, reccallcount=0, totaltime=0.131377887, inlinetime=0.07506043800000001), _lsprof.profiler_subentry(code='<built-in method numpy.array>', callcount=8300, reccallcount=0, totaltime=0.073900346, inlinetime=0.073900346), _lsprof.profiler_subentry(code=""<method 'choice' of 'numpy.random.mtrand.RandomState' objects>"", callcount=4150, reccallcount=0, totaltime=0.265659366, inlinetime=0.11932772400000001), _lsprof.profiler_subentry(code=""<method 'min' of 'numpy.ndarray' objects>"", callcount=3559, reccallcount=0, totaltime=0.047041581000000006, inlinetime=0.00625999), _lsprof.profiler_subentry(code=""<method 'max' of 'numpy.ndarray' objects>"", callcount=591, reccallcount=0, totaltime=0.0063293920000000005, inlinetime=0.001167417), _lsprof.profiler_subentry(code=<code object Spatial_score at 0x7f2c34f0b630, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 42>, callcount=1941, reccallcount=0, totaltime=0.23355984600000002, inlinetime=0.010320580000000001), _lsprof.profiler_subentry(code=<code object Explore_moves at 0x2dc67d0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 94>, callcount=26562, reccallcount=26465, totaltime=88.609089427, inlinetime=0.576420024)]"
28,"<code object Retournement_valeur at 0x7f2c5105ab40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>",2251239,0,0.523094197,0.523094197,
30,"<code object __init__ at 0x7f2c51663bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 10>",1173525,0,0.408340085,0.408340085,
16,<built-in method pygame.display.flip>,315,0,0.37385861400000003,0.37385861400000003,
4,<method 'extend' of 'list' objects>,1441493,0,0.23845501500000002,0.23845501500000002,
3,<method 'append' of 'list' objects>,972221,0,0.200902146,0.200902146,
1,<built-in method builtins.len>,1210349,0,0.18612656300000002,0.18612656300000002,
50,<built-in method numpy.core._multiarray_umath.implement_array_function>,34636,0,0.36394158200000004,0.177756134,"[_lsprof.profiler_subentry(code=<code object prod at 0x7f2c519f0530, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 2955>, callcount=4150, reccallcount=0, totaltime=0.12396817500000001, inlinetime=0.017013255), _lsprof.profiler_subentry(code=<code object unique at 0x21ebeb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/lib/arraysetops.py"", line 138>, callcount=1941, reccallcount=0, totaltime=0.062217273000000003, inlinetime=0.006564973)]"
