,func,ncalls,ccalls,tottime,cumtime,callers
97,"<code object Spatial_score at 0x2c51c40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 32>",19543,0,603.578269241,476.89244201400004,"[_lsprof.profiler_subentry(code='<built-in method time.time>', callcount=718758209, reccallcount=0, totaltime=126.685827227, inlinetime=126.685827227)]"
57,<built-in method time.time>,718758209,0,126.685827227,126.685827227,
105,"<code object Count_score at 0x7f767623a430, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>",23678,0,52.462106119000005,52.462106119000005,
95,"<code object Check_for_permut at 0x2c14690, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>",1043487,0,17.142481666000002,16.60331403,"[_lsprof.profiler_subentry(code=<code object Retournement_valeur at 0x7f76926a6b40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>, callcount=1316907, reccallcount=0, totaltime=0.30674306, inlinetime=0.30674306), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=264261, reccallcount=0, totaltime=0.05620241300000001, inlinetime=0.05620241300000001), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=1052646, reccallcount=0, totaltime=0.17622216300000001, inlinetime=0.17622216300000001)]"
126,"<code object Get_all_permutationAble_squares at 0x7f7694998dc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>",23696,0,20.95926374,2.5809757930000004,"[_lsprof.profiler_subentry(code=<code object where at 0x7f769499b670, file ""<__array_function__ internals>"", line 177>, callcount=23696, reccallcount=0, totaltime=0.269904906, inlinetime=0.072942795), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f7692c63bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 8>, callcount=1019809, reccallcount=0, totaltime=0.350380521, inlinetime=0.350380521), _lsprof.profiler_subentry(code=<code object verify_move at 0x7f7676278270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=1019809, reccallcount=0, totaltime=17.731519356, inlinetime=1.187248231), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=110687, reccallcount=0, totaltime=0.026483164, inlinetime=0.026483164)]"
106,"<code object verify_move at 0x7f7676278270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>",1043487,0,18.550350262000002,1.235573744,"[_lsprof.profiler_subentry(code=<code object Check_for_permut at 0x2c14690, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>, callcount=1043487, reccallcount=0, totaltime=17.142481666000002, inlinetime=16.60331403), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=1043487, reccallcount=0, totaltime=0.172294852, inlinetime=0.172294852)]"
98,"<code object Explore_moves at 0x2c73f40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 92>",23678,23660,679.7207766690001,0.68173245,"[_lsprof.profiler_subentry(code=<code object Explore_moves at 0x2c73f40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 92>, callcount=23660, reccallcount=23569, totaltime=679.5800847500001, inlinetime=0.679448625), _lsprof.profiler_subentry(code=<code object Get_all_permutationAble_squares at 0x7f7694998dc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>, callcount=23678, reccallcount=0, totaltime=20.939201267, inlinetime=2.578688006), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f7692c63bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 8>, callcount=23660, reccallcount=0, totaltime=0.008405781000000001, inlinetime=0.008405781000000001), _lsprof.profiler_subentry(code=<code object verify_move at 0x7f7676278270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=23660, reccallcount=0, totaltime=0.8178791980000001, inlinetime=0.048271522000000004), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=7928, reccallcount=0, totaltime=0.0034347030000000003, inlinetime=0.0034347030000000003), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=47320, reccallcount=0, totaltime=0.016582139000000003, inlinetime=0.016582139000000003), _lsprof.profiler_subentry(code=<code object Convert_coord_to_string at 0x7f7694b1f660, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 12>, callcount=23660, reccallcount=0, totaltime=0.12736723, inlinetime=0.12736723), _lsprof.profiler_subentry(code=<code object place_pawn at 0x7f7694af1730, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 14>, callcount=23660, reccallcount=0, totaltime=0.172788307, inlinetime=0.12534914), _lsprof.profiler_subentry(code=<code object Inverts_pawns at 0x7f76764470f0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 44>, callcount=47320, reccallcount=0, totaltime=0.27562352100000004, inlinetime=0.16869045800000002), _lsprof.profiler_subentry(code=<code object Count_score at 0x7f767623a430, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>, callcount=23660, reccallcount=0, totaltime=52.441629371000005, inlinetime=52.441629371000005), _lsprof.profiler_subentry(code=<code object Score at 0x7f7676213430, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 28>, callcount=171, reccallcount=0, totaltime=5.6743e-05, inlinetime=5.6743e-05), _lsprof.profiler_subentry(code=<code object Undo_move at 0x7f7676453cf0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 20>, callcount=23660, reccallcount=0, totaltime=0.059541206000000006, inlinetime=0.050059065), _lsprof.profiler_subentry(code=<code object remove_pawn at 0x7f7694b1f330, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 21>, callcount=23660, reccallcount=0, totaltime=0.15133512000000002, inlinetime=0.07524042900000001), _lsprof.profiler_subentry(code='<built-in method numpy.array>', callcount=7928, reccallcount=0, totaltime=0.071612611, inlinetime=0.071612611), _lsprof.profiler_subentry(code=""<method 'choice' of 'numpy.random.mtrand.RandomState' objects>"", callcount=3964, reccallcount=0, totaltime=0.300132642, inlinetime=0.140050111), _lsprof.profiler_subentry(code=""<method 'min' of 'numpy.ndarray' objects>"", callcount=3431, reccallcount=0, totaltime=0.06933333400000001, inlinetime=0.008153159), _lsprof.profiler_subentry(code=<code object Spatial_score at 0x2c51c40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 32>, callcount=19543, reccallcount=0, totaltime=603.578269241, inlinetime=476.89244201400004), _lsprof.profiler_subentry(code=""<method 'max' of 'numpy.ndarray' objects>"", callcount=533, reccallcount=0, totaltime=0.005851805000000001, inlinetime=0.001042456)]"
111,"<code object __init__ at 0x7f7692c63bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 8>",1067165,0,0.370109454,0.370109454,
110,"<code object Retournement_valeur at 0x7f76926a6b40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>",1390004,0,0.330660661,0.330660661,
121,<built-in method numpy.core._multiarray_umath.implement_array_function>,27660,0,0.32874132100000003,0.193433711,"[_lsprof.profiler_subentry(code=<code object prod at 0x7f7692ff0530, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 2955>, callcount=3964, reccallcount=0, totaltime=0.13530761, inlinetime=0.01836341)]"
