,func,ncalls,ccalls,tottime,cumtime,callers
20,"<code object Count_score at 0x7f2c34bf5d30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>",26770,0,62.399164042,62.399164042,
10,"<code object Check_for_permut at 0x2d61550, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>",1156285,0,20.930608307,20.018874796000002,"[_lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=725692, reccallcount=0, totaltime=0.155428485, inlinetime=0.155428485), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=1456841, reccallcount=0, totaltime=0.247992801, inlinetime=0.247992801), _lsprof.profiler_subentry(code=<code object Retournement_valeur at 0x7f2c5105ab40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>, callcount=2182533, reccallcount=0, totaltime=0.5083122250000001, inlinetime=0.5083122250000001)]"
56,"<code object Get_all_permutationAble_squares at 0x7f2c53378dc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>",26791,0,25.007224176,2.742837606,"[_lsprof.profiler_subentry(code=<code object verify_move at 0x7f2c34c3c270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=1129515, reccallcount=0, totaltime=21.589058755, inlinetime=1.299730972), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f2c51663bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 10>, callcount=1129515, reccallcount=0, totaltime=0.396862604, inlinetime=0.396862604), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=158175, reccallcount=0, totaltime=0.037008585000000004, inlinetime=0.037008585000000004), _lsprof.profiler_subentry(code=<code object where at 0x7f2c5337b670, file ""<__array_function__ internals>"", line 177>, callcount=26791, reccallcount=0, totaltime=0.241456626, inlinetime=0.068497369)]"
22,"<code object verify_move at 0x7f2c34c3c270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>",1156285,0,22.446328171,1.342214177,"[_lsprof.profiler_subentry(code=<code object Check_for_permut at 0x2d61550, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>, callcount=1156285, reccallcount=0, totaltime=20.930608307, inlinetime=20.018874796000002), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=1156285, reccallcount=0, totaltime=0.17350568700000002, inlinetime=0.17350568700000002)]"
12,"<code object Explore_moves at 0x2dc67d0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 94>",26770,26749,90.225558463,0.6139606900000001,"[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=8452, reccallcount=0, totaltime=0.0030630130000000003, inlinetime=0.0030630130000000003), _lsprof.profiler_subentry(code=<code object Convert_coord_to_string at 0x7f2c5351f660, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 12>, callcount=26749, reccallcount=0, totaltime=0.08480546700000001, inlinetime=0.08480546700000001), _lsprof.profiler_subentry(code=<code object place_pawn at 0x7f2c534f1730, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 18>, callcount=26749, reccallcount=0, totaltime=0.16851711400000002, inlinetime=0.117889246), _lsprof.profiler_subentry(code=<code object Spatial_score at 0x7f2c34f0b630, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 42>, callcount=2169, reccallcount=0, totaltime=0.260972669, inlinetime=0.011791758000000001), _lsprof.profiler_subentry(code=<code object verify_move at 0x7f2c34c3c270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=26749, reccallcount=0, totaltime=0.8562405590000001, inlinetime=0.042421191000000004), _lsprof.profiler_subentry(code=""<method 'max' of 'numpy.ndarray' objects>"", callcount=612, reccallcount=0, totaltime=0.006634771, inlinetime=0.001224871), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f2c51663bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 10>, callcount=26749, reccallcount=0, totaltime=0.00962963, inlinetime=0.00962963), _lsprof.profiler_subentry(code=<code object Count_score at 0x7f2c34bf5d30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>, callcount=26749, reccallcount=0, totaltime=62.366491706000005, inlinetime=62.366491706000005), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=53498, reccallcount=0, totaltime=0.014368694000000001, inlinetime=0.014368694000000001), _lsprof.profiler_subentry(code=<code object Undo_move at 0x7f2c34e0fcf0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 20>, callcount=26749, reccallcount=0, totaltime=0.047997706, inlinetime=0.039238723), _lsprof.profiler_subentry(code=""<method 'choice' of 'numpy.random.mtrand.RandomState' objects>"", callcount=4226, reccallcount=0, totaltime=0.273493254, inlinetime=0.12160522900000001), _lsprof.profiler_subentry(code=<code object remove_pawn at 0x7f2c5351f330, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 25>, callcount=26749, reccallcount=0, totaltime=0.135823373, inlinetime=0.07664996), _lsprof.profiler_subentry(code=<code object Inverts_pawns at 0x7f2c34e03230, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 44>, callcount=53498, reccallcount=0, totaltime=0.263898273, inlinetime=0.16294850700000002), _lsprof.profiler_subentry(code='<built-in method numpy.array>', callcount=8452, reccallcount=0, totaltime=0.080542287, inlinetime=0.080542287), _lsprof.profiler_subentry(code=<code object Score at 0x7f2c34bcf6a0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 26>, callcount=20375, reccallcount=0, totaltime=0.006957545000000001, inlinetime=0.006957545000000001), _lsprof.profiler_subentry(code=""<method 'min' of 'numpy.ndarray' objects>"", callcount=3614, reccallcount=0, totaltime=0.048841493, inlinetime=0.0067033810000000004), _lsprof.profiler_subentry(code=<code object Explore_moves at 0x2dc67d0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 94>, callcount=26749, reccallcount=26650, totaltime=90.05114439200001, inlinetime=0.6114070450000001), _lsprof.profiler_subentry(code=<code object Get_all_permutationAble_squares at 0x7f2c53378dc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>, callcount=26770, reccallcount=0, totaltime=24.983320219000003, inlinetime=2.73983084)]"
28,"<code object Retournement_valeur at 0x7f2c5105ab40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>",2259678,0,0.532448436,0.532448436,
30,"<code object __init__ at 0x7f2c51663bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 10>",1183055,0,0.41812217,0.41812217,
16,<built-in method pygame.display.flip>,315,0,0.390232897,0.390232897,
4,<method 'extend' of 'list' objects>,1456841,0,0.247992801,0.247992801,
3,<method 'append' of 'list' objects>,964156,0,0.21332050400000002,0.21332050400000002,
