,func,ncalls,ccalls,tottime,cumtime,callers
11,"<code object Check_for_permut at 0x2029550, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>",2648114,0,58.57022167,55.187373391,"[_lsprof.profiler_subentry(code=<code object Retournement_valeur at 0x7fcf22206b40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>, callcount=7557242, reccallcount=0, totaltime=1.9312185650000002, inlinetime=1.9312185650000002), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=2478364, reccallcount=0, totaltime=0.5315729490000001, inlinetime=0.5315729490000001), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=5078878, reccallcount=0, totaltime=0.9200567650000001, inlinetime=0.9200567650000001)]"
58,"<code object Get_all_permutationAble_squares at 0x7fcf244ecdc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 75>",81502,0,68.221771837,7.082232873000001,"[_lsprof.profiler_subentry(code=<code object where at 0x7fcf244ef670, file ""<__array_function__ internals>"", line 177>, callcount=81502, reccallcount=0, totaltime=0.6464700170000001, inlinetime=0.177756081), _lsprof.profiler_subentry(code=<code object __init__ at 0x7fcf22863bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 10>, callcount=2566672, reccallcount=0, totaltime=1.0183299730000002, inlinetime=1.0183299730000002), _lsprof.profiler_subentry(code=<code object verify_move at 0x7fcf05dd4390, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=2566672, reccallcount=0, totaltime=59.362593184000005, inlinetime=3.295354654), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=469328, reccallcount=0, totaltime=0.11214579000000001, inlinetime=0.11214579000000001)]"
43,<method 'astype' of 'numpy.ndarray' objects>,103499,0,7.383371085,5.844827841000001,"[_lsprof.profiler_subentry(code=<code object __str__ at 0x7fcf22206c10, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 15>, callcount=7070780, reccallcount=0, totaltime=1.5385432440000002, inlinetime=1.5385432440000002)]"
22,"<code object verify_move at 0x7fcf05dd4390, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>",2648114,0,62.488902927000005,3.440700316,"[_lsprof.profiler_subentry(code=<code object Check_for_permut at 0x2029550, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>, callcount=2648114, reccallcount=0, totaltime=58.57022167, inlinetime=55.187373391), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=2648114, reccallcount=0, totaltime=0.47798094100000005, inlinetime=0.47798094100000005)]"
65,"<code object Get_board_mask at 0x7fcf24928ff0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 38>",103499,0,14.503920282000001,2.9297048290000003,"[_lsprof.profiler_subentry(code='<built-in method numpy.zeros>', callcount=103499, reccallcount=0, totaltime=0.1402185, inlinetime=0.1402185), _lsprof.profiler_subentry(code=""<method 'astype' of 'numpy.ndarray' objects>"", callcount=103499, reccallcount=0, totaltime=7.383371085, inlinetime=5.844827841000001), _lsprof.profiler_subentry(code=<code object unique at 0x7fcf229a6120, file ""<__array_function__ internals>"", line 177>, callcount=103499, reccallcount=0, totaltime=4.050625868, inlinetime=0.233842561)]"
16,<built-in method pygame.display.flip>,2070,0,2.4069275400000003,2.4069275400000003,
27,"<code object Retournement_valeur at 0x7fcf22206b40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>",7818771,0,2.0250101170000003,2.0250101170000003,
12,"<code object Explore_moves at 0x208b1b0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 94>",81442,81382,93.15141133200001,1.995112666,"[_lsprof.profiler_subentry(code=<code object Get_all_permutationAble_squares at 0x7fcf244ecdc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 75>, callcount=81442, reccallcount=0, totaltime=68.16872049700001, inlinetime=7.075020209000001), _lsprof.profiler_subentry(code=<code object __init__ at 0x7fcf22863bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 10>, callcount=81382, reccallcount=0, totaltime=0.032805658, inlinetime=0.032805658), _lsprof.profiler_subentry(code=<code object verify_move at 0x7fcf05dd4390, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=81382, reccallcount=0, totaltime=3.122709309, inlinetime=0.145170393), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=26910, reccallcount=0, totaltime=0.009941569, inlinetime=0.009941569), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=162764, reccallcount=0, totaltime=0.049258291, inlinetime=0.049258291), _lsprof.profiler_subentry(code=<code object Convert_coord_to_string at 0x7fcf248db660, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 12>, callcount=81382, reccallcount=0, totaltime=0.27392107800000004, inlinetime=0.27392107800000004), _lsprof.profiler_subentry(code=<code object place_pawn at 0x7fcf248ad730, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 18>, callcount=81382, reccallcount=0, totaltime=0.580405536, inlinetime=0.405096057), _lsprof.profiler_subentry(code=<code object Inverts_pawns at 0x7fcf05f9b370, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 44>, callcount=162764, reccallcount=0, totaltime=0.98664859, inlinetime=0.5869510640000001), _lsprof.profiler_subentry(code=<code object Count_score at 0x7fcf2289bde0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>, callcount=81382, reccallcount=0, totaltime=12.329100057000002, inlinetime=0.23603269000000002), _lsprof.profiler_subentry(code=<code object Score at 0x7fcf05d676a0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 26>, callcount=45930, reccallcount=0, totaltime=0.017174414000000002, inlinetime=0.017174414000000002), _lsprof.profiler_subentry(code=<code object Undo_move at 0x7fcf05fabcf0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 20>, callcount=81382, reccallcount=0, totaltime=0.160537474, inlinetime=0.132812105), _lsprof.profiler_subentry(code=<code object remove_pawn at 0x7fcf248db330, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 25>, callcount=81382, reccallcount=0, totaltime=0.487479266, inlinetime=0.29165830400000003), _lsprof.profiler_subentry(code='<built-in method numpy.array>', callcount=26910, reccallcount=0, totaltime=0.22713445100000001, inlinetime=0.22713445100000001), _lsprof.profiler_subentry(code=""<method 'choice' of 'numpy.random.mtrand.RandomState' objects>"", callcount=13455, reccallcount=0, totaltime=0.869714497, inlinetime=0.387118032), _lsprof.profiler_subentry(code=""<method 'min' of 'numpy.ndarray' objects>"", callcount=11531, reccallcount=0, totaltime=0.131996084, inlinetime=0.019086501000000002), _lsprof.profiler_subentry(code=""<method 'max' of 'numpy.ndarray' objects>"", callcount=1924, reccallcount=0, totaltime=0.021299855000000003, inlinetime=0.004103975), _lsprof.profiler_subentry(code=<code object Spatial_score at 0x7fcf060b0030, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 42>, callcount=22057, reccallcount=0, totaltime=3.68745204, inlinetime=0.13221823300000002), _lsprof.profiler_subentry(code=<code object Explore_moves at 0x208b1b0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 94>, callcount=81382, reccallcount=81068, totaltime=93.00240019600001, inlinetime=1.986655988)]"
8,"<code object _unique1d at 0x14b4bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/lib/arraysetops.py"", line 323>",103499,0,2.987268421,1.8336846900000001,"[_lsprof.profiler_subentry(code='<built-in method numpy.asanyarray>', callcount=103499, reccallcount=0, totaltime=0.024042175000000002, inlinetime=0.024042175000000002), _lsprof.profiler_subentry(code='<built-in method numpy.empty>', callcount=103499, reccallcount=0, totaltime=0.14138894600000002, inlinetime=0.14138894600000002), _lsprof.profiler_subentry(code=""<method 'flatten' of 'numpy.ndarray' objects>"", callcount=103499, reccallcount=0, totaltime=0.297493811, inlinetime=0.297493811), _lsprof.profiler_subentry(code=""<method 'sort' of 'numpy.ndarray' objects>"", callcount=103499, reccallcount=0, totaltime=0.690658799, inlinetime=0.690658799)]"
28,"<code object __str__ at 0x7fcf22206c10, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 15>",7070780,0,1.5385432440000002,1.5385432440000002,
