,func,ncalls,ccalls,tottime,cumtime,callers
96,"<code object Spatial_score at 0x2edf290, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 30>",19543,0,616.022073504,488.55409831900005,"[_lsprof.profiler_subentry(code='<built-in method time.time>', callcount=718758209, reccallcount=0, totaltime=127.46797518500001, inlinetime=127.46797518500001)]"
57,<built-in method time.time>,718758209,0,127.46797518500001,127.46797518500001,
105,"<code object Count_score at 0x7f8cf02a6430, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>",23678,0,51.48656605,51.48656605,
95,"<code object Check_for_permut at 0x2e6b5f0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>",1043487,0,17.057401133000003,16.518016510000002,"[_lsprof.profiler_subentry(code=<code object Retournement_valeur at 0x7f8d0c6aab40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>, callcount=1316907, reccallcount=0, totaltime=0.310810162, inlinetime=0.310810162), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=264261, reccallcount=0, totaltime=0.055392559, inlinetime=0.055392559), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=1052646, reccallcount=0, totaltime=0.173181902, inlinetime=0.173181902)]"
126,"<code object Get_all_permutationAble_squares at 0x7f8d0ea0cdc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>",23696,0,20.636518506,2.417344099,"[_lsprof.profiler_subentry(code=<code object where at 0x7f8d0ea0f670, file ""<__array_function__ internals>"", line 177>, callcount=23696, reccallcount=0, totaltime=0.235429289, inlinetime=0.06635205300000001), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f8d0cd67bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 8>, callcount=1019809, reccallcount=0, totaltime=0.348784639, inlinetime=0.348784639), _lsprof.profiler_subentry(code=<code object verify_move at 0x7f8cf02e4270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=1019809, reccallcount=0, totaltime=17.610137027, inlinetime=1.140042967), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=110687, reccallcount=0, totaltime=0.024823452000000003, inlinetime=0.024823452000000003)]"
106,"<code object verify_move at 0x7f8cf02e4270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>",1043487,0,18.407971550000003,1.186630509,"[_lsprof.profiler_subentry(code=<code object Check_for_permut at 0x2e6b5f0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 15>, callcount=1043487, reccallcount=0, totaltime=17.057401133000003, inlinetime=16.518016510000002), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=1043487, reccallcount=0, totaltime=0.16393990800000002, inlinetime=0.16393990800000002)]"
97,"<code object Explore_moves at 0x2ee2fe0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 90>",23678,23660,690.698646785,0.6123151170000001,"[_lsprof.profiler_subentry(code=<code object Explore_moves at 0x2ee2fe0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 90>, callcount=23660, reccallcount=23569, totaltime=690.559630458, inlinetime=0.610142003), _lsprof.profiler_subentry(code=<code object Get_all_permutationAble_squares at 0x7f8d0ea0cdc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>, callcount=23678, reccallcount=0, totaltime=20.616607244, inlinetime=2.4150999890000002), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f8d0cd67bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 8>, callcount=23660, reccallcount=0, totaltime=0.008390933, inlinetime=0.008390933), _lsprof.profiler_subentry(code=<code object verify_move at 0x7f8cf02e4270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=23660, reccallcount=0, totaltime=0.7968714100000001, inlinetime=0.046533012000000006), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=7928, reccallcount=0, totaltime=0.003251084, inlinetime=0.003251084), _lsprof.profiler_subentry(code=<code object Convert_coord_to_string at 0x7f8d0eb73660, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 12>, callcount=23660, reccallcount=0, totaltime=0.09747059400000001, inlinetime=0.09747059400000001), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=47320, reccallcount=0, totaltime=0.01492359, inlinetime=0.01492359), _lsprof.profiler_subentry(code=<code object place_pawn at 0x7f8d0eb45730, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 14>, callcount=23660, reccallcount=0, totaltime=0.164554944, inlinetime=0.11731869800000001), _lsprof.profiler_subentry(code=<code object Inverts_pawns at 0x7f8cf049b0f0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 44>, callcount=47320, reccallcount=0, totaltime=0.26025394500000004, inlinetime=0.157182248), _lsprof.profiler_subentry(code=<code object Count_score at 0x7f8cf02a6430, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>, callcount=23660, reccallcount=0, totaltime=51.466113347000004, inlinetime=51.466113347000004), _lsprof.profiler_subentry(code=<code object Score at 0x7f8cf027f1c0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 26>, callcount=171, reccallcount=0, totaltime=5.8891e-05, inlinetime=5.8891e-05), _lsprof.profiler_subentry(code=<code object Undo_move at 0x7f8cf04a7cf0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 20>, callcount=23660, reccallcount=0, totaltime=0.051525326, inlinetime=0.043083226), _lsprof.profiler_subentry(code=<code object remove_pawn at 0x7f8d0eb73330, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 21>, callcount=23660, reccallcount=0, totaltime=0.136710005, inlinetime=0.07198549), _lsprof.profiler_subentry(code='<built-in method numpy.array>', callcount=7928, reccallcount=0, totaltime=0.069486633, inlinetime=0.069486633), _lsprof.profiler_subentry(code=""<method 'choice' of 'numpy.random.mtrand.RandomState' objects>"", callcount=3964, reccallcount=0, totaltime=0.307242082, inlinetime=0.141162161), _lsprof.profiler_subentry(code=""<method 'min' of 'numpy.ndarray' objects>"", callcount=3431, reccallcount=0, totaltime=0.064711119, inlinetime=0.0077504620000000005), _lsprof.profiler_subentry(code=<code object Spatial_score at 0x2edf290, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 30>, callcount=19543, reccallcount=0, totaltime=616.022073504, inlinetime=488.55409831900005), _lsprof.profiler_subentry(code=""<method 'max' of 'numpy.ndarray' objects>"", callcount=533, reccallcount=0, totaltime=0.006087017, inlinetime=0.001085037)]"
112,"<code object __init__ at 0x7f8d0cd67bb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 8>",1067165,0,0.36806389100000003,0.36806389100000003,
110,"<code object Retournement_valeur at 0x7f8d0c6aab40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>",1390004,0,0.334962185,0.334962185,
78,<built-in method builtins.len>,1098775,0,0.178751826,0.178751826,
